"","room","userID","message","time","batch","round","X_id","createdAt","updatedAt"
"1866","A","gCv32Tx2TCSRGyDXAAAQ","ok",581.145,1534980081847,0,"kY3EIx22lfWNkWCN","2018-08-22T23:38:07.913Z","2018-08-22T23:38:07.913Z"
"1867","A","VeQujsTGwUNGI7PXAAAA","Yeah I like the ease/ how nice it seems to glide",369.284,1534980081847,0,"lQAY2OK03jEb2F6G","2018-08-22T23:34:36.053Z","2018-08-22T23:34:36.053Z"
"1868","A","gCv32Tx2TCSRGyDXAAAQ","I don't know ",342.152,1534980081847,2,"lXHfTXfjK92q0WoI","2018-08-22T23:58:24.766Z","2018-08-22T23:58:24.766Z"
"1869","A","_twHpRqD0epGM9doAAAH","I'd like it.",292.577,1534980081847,0,"le1LLVe00KVkA7QT","2018-08-22T23:33:19.346Z","2018-08-22T23:33:19.346Z"
"1870","B","Z1Q7mgdzrKT8LM2-AAAK","tough time machine",162.352,1534980081847,2,"mtckESWz5E5zxzQg","2018-08-22T23:55:24.966Z","2018-08-22T23:55:24.966Z"
"1871","B","_twHpRqD0epGM9doAAAH","I wonder why it's only two of us now?",371.529,1534980081847,1,"n9Z3mxNr8SE2PjKY","2018-08-22T23:48:21.046Z","2018-08-22T23:48:21.046Z"
"1872","B","Z1Q7mgdzrKT8LM2-AAAK","if we don't come up with anything else, the timeless time machine fits the char. count",338.092,1534980081847,2,"ncdWoWybsrSHFTE8","2018-08-22T23:58:20.707Z","2018-08-22T23:58:20.707Z"
"1873","A","_twHpRqD0epGM9doAAAH","Yes, it does",98.302,1534980081847,2,"niGCZsKcWLtWr4bM","2018-08-22T23:54:20.917Z","2018-08-22T23:54:20.917Z"
"1874","B","_twHpRqD0epGM9doAAAH","Thanks, yeah, I like the durability one. ",265.474,1534980081847,1,"njlGW5roTaWtiCmZ","2018-08-22T23:46:34.990Z","2018-08-22T23:46:34.990Z"
"1875","A","gCv32Tx2TCSRGyDXAAAQ","Revival of your strength.Renaissance Today",140.112,1534980081847,0,"oI1Z34cUIEneaom4","2018-08-22T23:30:46.881Z","2018-08-22T23:30:46.881Z"
"1876","B","_twHpRqD0epGM9doAAAH","that works too",510.713,1534980081847,1,"oJKzPwLdNcnsQvDt","2018-08-22T23:50:40.229Z","2018-08-22T23:50:40.229Z"
"1877","A","gCv32Tx2TCSRGyDXAAAQ","good one ",404.959,1534980081847,2,"oj0km9kQmaAbx8pJ","2018-08-22T23:59:27.574Z","2018-08-22T23:59:27.574Z"
"1878","A","gCv32Tx2TCSRGyDXAAAQ","so, what do you think  Write , Essence, Renaissance",447.369,1534980081847,0,"okGbG4FjKuFSTNXy","2018-08-22T23:35:54.138Z","2018-08-22T23:35:54.138Z"
"1879","B","Ml3cFI8D2wl46AafAAAJ","!durability in a simple pouch",561.97,1534980081847,1,"pLpJxSafs7kSPDzX","2018-08-22T23:51:31.486Z","2018-08-22T23:51:31.486Z"
"1880","B","Z1Q7mgdzrKT8LM2-AAAK","sorry if I'm racing... my first one timed out because no one agreed",301.128,1534980081847,2,"pdJXq99frIo15guO","2018-08-22T23:57:43.742Z","2018-08-22T23:57:43.742Z"
"1881","A","VeQujsTGwUNGI7PXAAAA","Idk, this one is tough",172.647,1534980081847,1,"poIWWQuTKOhmp3gF","2018-08-22T23:45:02.164Z","2018-08-22T23:45:02.164Z"
"1882","A","VeQujsTGwUNGI7PXAAAA","Something about classic and modern/techy?",160.532,1534980081847,0,"pt6Xpt7LWSpCTwlX","2018-08-22T23:31:07.300Z","2018-08-22T23:31:07.300Z"
"1883","A","VeQujsTGwUNGI7PXAAAA","A luxury pen with experience",552.96,1534980081847,0,"qnhtYpI3cKtVWOK9","2018-08-22T23:37:39.729Z","2018-08-22T23:37:39.729Z"
"1884","A","Z1Q7mgdzrKT8LM2-AAAK","pouch, kangaroo - that's all i've got",103.131,1534980081847,1,"qpTS9XEvw7BLNGhP","2018-08-22T23:43:52.648Z","2018-08-22T23:43:52.648Z"
"1885","A","_twHpRqD0epGM9doAAAH","How did your other submissions go?",321.353,1534980081847,2,"qs1YPtAG7V1i8vhv","2018-08-22T23:58:03.968Z","2018-08-22T23:58:03.968Z"
"1886","B","Ml3cFI8D2wl46AafAAAJ","that's a good place to start!",158.203,1534980081847,0,"r4E3CdJd70S52MP6","2018-08-22T23:31:04.973Z","2018-08-22T23:31:04.973Z"
"1887","B","Ml3cFI8D2wl46AafAAAJ","these watches are nice",278.577,1534980081847,2,"rbGs1xSF729ITs7P","2018-08-22T23:57:21.192Z","2018-08-22T23:57:21.192Z"
"1888","B","Ml3cFI8D2wl46AafAAAJ","!Durability in a simple pouch",586.933,1534980081847,1,"rhJwoZkAs36Wd2vA","2018-08-22T23:51:56.449Z","2018-08-22T23:51:56.449Z"
"1889","A","gCv32Tx2TCSRGyDXAAAQ","Feel the sense with Renaissance!",311.472,1534980081847,0,"sEgiBkOeIDkXrtGk","2018-08-22T23:33:38.241Z","2018-08-22T23:33:38.241Z"
"1890","B","Ml3cFI8D2wl46AafAAAJ","you'll know who said it xD",489.86,1534980081847,2,"sW7BW17rUFFqhaBl","2018-08-23T00:00:52.475Z","2018-08-23T00:00:52.475Z"
"1891","B","Ml3cFI8D2wl46AafAAAJ","oh make sure to add the exclamation",525.393,1534980081847,2,"tVLDxYgBTORAcRmL","2018-08-23T00:01:28.008Z","2018-08-23T00:01:28.008Z"
"1892","A","_twHpRqD0epGM9doAAAH","ok",555.65,1534980081847,0,"tb4d3TFTbwTFwa74","2018-08-22T23:37:42.419Z","2018-08-22T23:37:42.419Z"
"1893","B","_twHpRqD0epGM9doAAAH","Hi",7.013,1534980081847,1,"u490ePtymXUG3KnM","2018-08-22T23:42:16.529Z","2018-08-22T23:42:16.529Z"
"1894","A","Z1Q7mgdzrKT8LM2-AAAK","got to be 30 chars. or less, too",184.655,1534980081847,1,"uM1YlgjAh8pl2rfk","2018-08-22T23:45:14.172Z","2018-08-22T23:45:14.172Z"
"1895","B","_twHpRqD0epGM9doAAAH","or maybe it was just delayed",452.315,1534980081847,1,"uQffJi7OMdaIeJFL","2018-08-22T23:49:41.832Z","2018-08-22T23:49:41.832Z"
"1896","A","Z1Q7mgdzrKT8LM2-AAAK","!Minimal form; maximum function",556.566,1534980081847,1,"ucWJJ7LEfXX7caTD","2018-08-22T23:51:26.082Z","2018-08-22T23:51:26.082Z"
"1897","A","Z1Q7mgdzrKT8LM2-AAAK","minimal form; maximum function",304.32,1534980081847,1,"v13x7ufzOxGn9DDI","2018-08-22T23:47:13.837Z","2018-08-22T23:47:13.837Z"
"1898","A","VeQujsTGwUNGI7PXAAAA","Oh I like that",163.991,1534980081847,0,"vM2otAao4nxsmvsH","2018-08-22T23:31:10.760Z","2018-08-22T23:31:10.760Z"
"1899","A","VeQujsTGwUNGI7PXAAAA","Ok that one is good too",359.01,1534980081847,2,"vhwx48Ly9P8DsWCh","2018-08-22T23:58:41.625Z","2018-08-22T23:58:41.625Z"
"1900","A","_twHpRqD0epGM9doAAAH","A luxury pen with experience.",513.7,1534980081847,0,"vieVppuDumVjXyVH","2018-08-22T23:37:00.469Z","2018-08-22T23:37:00.469Z"
"1901","A","Z1Q7mgdzrKT8LM2-AAAK","Minimal form; maximum function 30 exactly",343.311,1534980081847,1,"viwFkrLQ8tFP41mi","2018-08-22T23:47:52.827Z","2018-08-22T23:47:52.827Z"
"1902","B","_twHpRqD0epGM9doAAAH","Are these european items?",245.996,1534980081847,1,"w8NCWR3kVcsySbES","2018-08-22T23:46:15.512Z","2018-08-22T23:46:15.512Z"
"1903","B","_twHpRqD0epGM9doAAAH","That pen was nice.",298.43,1534980081847,1,"wEGmzG6tMb7zhInZ","2018-08-22T23:47:07.946Z","2018-08-22T23:47:07.946Z"
"1904","A","_twHpRqD0epGM9doAAAH","It doesn't look like it will leave a smudge.",307.979,1534980081847,0,"wFQEzKP3ttrNSu56","2018-08-22T23:33:34.747Z","2018-08-22T23:33:34.747Z"
"1905","A","gCv32Tx2TCSRGyDXAAAQ","utility and simplicity- Projka",120.454,1534980081847,2,"wG7I3qwVVF4JWU7Q","2018-08-22T23:54:43.068Z","2018-08-22T23:54:43.068Z"
"1906","B","Ml3cFI8D2wl46AafAAAJ","yeah",501.258,1534980081847,2,"wQ7ZiuxRriqUZnPq","2018-08-23T00:01:03.873Z","2018-08-23T00:01:03.873Z"
"1907","A","VeQujsTGwUNGI7PXAAAA","Ok let's go with that",360.264,1534980081847,1,"ws29RPcZE0REI9dS","2018-08-22T23:48:09.786Z","2018-08-22T23:48:09.786Z"
"1908","B","Z1Q7mgdzrKT8LM2-AAAK","just trying the character count - which do you prefer?",209.316,1534980081847,2,"yjw8K1IQKn86FFPs","2018-08-22T23:56:11.930Z","2018-08-22T23:56:11.930Z"
"1909","B","Ml3cFI8D2wl46AafAAAJ","they're all relatively light so probs not ",342.549,1534980081847,1,"z6XEErn5KnGYz3HD","2018-08-22T23:47:52.065Z","2018-08-22T23:47:52.065Z"
"1910","B","_twHpRqD0epGM9doAAAH","lol",599.169,1534980081847,1,"zYNaYsK1b7MZtmuY","2018-08-22T23:52:08.686Z","2018-08-22T23:52:08.686Z"
"1911","B","Ml3cFI8D2wl46AafAAAJ","i don't know if we can come up with anything better",355.581,1534980081847,2,"zgsZC4yuRdc57eGk","2018-08-22T23:58:38.195Z","2018-08-22T23:58:38.195Z"
"1912","B","Ml3cFI8D2wl46AafAAAJ","i think it wil lring a ding",481.972,1534980081847,0,"zj5boJErEybw2oar","2018-08-22T23:36:28.741Z","2018-08-22T23:36:28.741Z"
"1913","A","_twHpRqD0epGM9doAAAH","I like that one!",185.721,1534980081847,2,"zq1ZVptS0cGLKgIT","2018-08-22T23:55:48.336Z","2018-08-22T23:55:48.336Z"
"1914","B","Ml3cFI8D2wl46AafAAAJ","does the final ad have to be just one sentence? ",494.974,1534980081847,0,"zs9arJ4NpxMHaMVT","2018-08-22T23:36:41.743Z","2018-08-22T23:36:41.743Z"
"1915","A","gCv32Tx2TCSRGyDXAAAQ","my keyboard is disaster so I am slow ",376.923,1534980081847,2,"zsZlFvUoQKDrsEuv","2018-08-22T23:58:59.537Z","2018-08-22T23:58:59.537Z"
"1916","B","Z1Q7mgdzrKT8LM2-AAAK","yeah, reading on, the cap is magnetic for streamlining purposes, not to stay on",275.89,1534980081847,0,"zyiREFhDHGOhPU8s","2018-08-22T23:33:02.658Z","2018-08-22T23:33:02.658Z"
"1917","A","2tVWpOqMC3g_Z6dPAAAG","Never look for a pen again with this truly magnetic pen!",488.232,1534983421384,0,"0AMGOMSUQogCDeN3","2018-08-23T00:35:39.842Z","2018-08-23T00:35:39.842Z"
"1918","C","jmCFkob-XoowUuuzAAAL","thanks jmCFkob-XoowUuuzAAAL ",485.683,1534983421384,0,"0FDl6dgQyElgK2qF","2018-08-23T00:35:37.293Z","2018-08-23T00:35:37.293Z"
"1919","C","QTLF8u9hPGiBZR8TAAAc","I like that, might be too long",334.746,1534983421384,0,"0GnSj0zPgQaNbxcI","2018-08-23T00:33:06.356Z","2018-08-23T00:33:06.356Z"
"1920","A","TY4mZ2jUP8zjHBbPAAAr","has to be under 30 characters",508.913,1534983421384,0,"0UQQV5T7tgxMTNnk","2018-08-23T00:36:00.522Z","2018-08-23T00:36:00.522Z"
"1921","C","TY4mZ2jUP8zjHBbPAAAr","I have had quiet to non-existent teammates",144.793,1534983421384,2,"0pIeYrl4Skv0WDfV","2018-08-23T00:52:45.327Z","2018-08-23T00:52:45.327Z"
"1922","C","vE_uTkPyIdAc-VHMAAAX","sounds good",498.322,1534983421384,1,"1SqXallvdomjLGoK","2018-08-23T00:47:31.500Z","2018-08-23T00:47:31.500Z"
"1923","A","TY4mZ2jUP8zjHBbPAAAr","Short and gets to the point.",404.799,1534983421384,0,"1gGfJh97V7ShYV4H","2018-08-23T00:34:16.408Z","2018-08-23T00:34:16.408Z"
"1924","C","QTLF8u9hPGiBZR8TAAAc","Yea, you can't really get into the specifics of the watch, but bold and stylized is perfect words to give the watch",258.411,1534983421384,2,"25vFroni0VU3meuO","2018-08-23T00:54:38.946Z","2018-08-23T00:54:38.946Z"
"1925","C","QTLF8u9hPGiBZR8TAAAc","Get Magnetically Connected",419.997,1534983421384,0,"28aIuc28RgHRAJkb","2018-08-23T00:34:31.607Z","2018-08-23T00:34:31.607Z"
"1926","C","TY4mZ2jUP8zjHBbPAAAr","or fashionable or some other synonym",325.938,1534983421384,2,"2UKEgctxlRWBFdri","2018-08-23T00:55:46.472Z","2018-08-23T00:55:46.472Z"
"1927","A","TY4mZ2jUP8zjHBbPAAAr","that or the other one",535.221,1534983421384,1,"2ub99hPfsy9mmxBV","2018-08-23T00:48:08.400Z","2018-08-23T00:48:08.400Z"
"1928","A","TY4mZ2jUP8zjHBbPAAAr","Projka: Organized, Functional.",528.344,1534983421384,1,"3Z77a8YvJ6z8ov9l","2018-08-23T00:48:01.523Z","2018-08-23T00:48:01.523Z"
"1929","A","vE_uTkPyIdAc-VHMAAAX","!Time Flies with a Swiss!",553.947,1534983421384,2,"4HCuufek34CWfqFw","2018-08-23T00:59:34.482Z","2018-08-23T00:59:34.482Z"
"1930","C","jmCFkob-XoowUuuzAAAL","so what are your favorites so far",340.833,1534983421384,1,"4LtjQubgIldKUJ2t","2018-08-23T00:44:54.012Z","2018-08-23T00:44:54.012Z"
"1931","C","jmCFkob-XoowUuuzAAAL","I like it but think the Kosmos name should be in there",439.979,1534983421384,0,"5BmTBqjKttKTwZm3","2018-08-23T00:34:51.589Z","2018-08-23T00:34:51.589Z"
"1932","C","QTLF8u9hPGiBZR8TAAAc","That was good, very good!",511.308,1534983421384,0,"5WfNQkSaT9V0igbu","2018-08-23T00:36:02.918Z","2018-08-23T00:36:02.918Z"
"1933","C","QTLF8u9hPGiBZR8TAAAc","I've had good ones thus far, I guess I am lucky haha",175.404,1534983421384,2,"5crrUI9yTIZ9ghFd","2018-08-23T00:53:15.943Z","2018-08-23T00:53:15.943Z"
"1934","A","TY4mZ2jUP8zjHBbPAAAr","Projka: Organized function.",374.003,1534983421384,1,"5gB36wG16zjAIfT5","2018-08-23T00:45:27.181Z","2018-08-23T00:45:27.181Z"
"1935","A","TY4mZ2jUP8zjHBbPAAAr","Anyone here?",219.981,1534983421384,0,"6ECb2UQyayFFMvlC","2018-08-23T00:31:11.590Z","2018-08-23T00:31:11.590Z"
"1936","B","Gj4j6IfGNzpL0FuwAAAk","Become a Kosmonaut, has never been easier. ",150.542,1534983421384,0,"6eUJUfuPJbzWqQGa","2018-08-23T00:30:02.152Z","2018-08-23T00:30:02.152Z"
"1937","C","TY4mZ2jUP8zjHBbPAAAr","Did we already figure out our advertisment lol",170.951,1534983421384,2,"78P41MGYEH3QvtuX","2018-08-23T00:53:11.486Z","2018-08-23T00:53:11.486Z"
"1938","A","TY4mZ2jUP8zjHBbPAAAr","Hello",46.283,1534983421384,1,"7NYpHgPVXjhpvY9j","2018-08-23T00:39:59.462Z","2018-08-23T00:39:59.462Z"
"1939","C","QTLF8u9hPGiBZR8TAAAc","haha at the qual ",234.509,1534983421384,0,"8Bm5rUFckBg9r13H","2018-08-23T00:31:26.118Z","2018-08-23T00:31:26.118Z"
"1940","C","vE_uTkPyIdAc-VHMAAAX","On the go with Projka!",109.625,1534983421384,1,"8KRa5WuIFKr4w0xb","2018-08-23T00:41:02.803Z","2018-08-23T00:41:02.803Z"
"1941","A","TY4mZ2jUP8zjHBbPAAAr","Gets the brand name in there",406.815,1534983421384,1,"8eAZW2eeakbUOKWQ","2018-08-23T00:45:59.994Z","2018-08-23T00:45:59.994Z"
"1942","C","jmCFkob-XoowUuuzAAAL","yeah, tougher than the last one",202.025,1534983421384,1,"8t9qatXR42G3h41Z","2018-08-23T00:42:35.204Z","2018-08-23T00:42:35.204Z"
"1943","C","QTLF8u9hPGiBZR8TAAAc","Yea we are :\",340.615,1534983421384,0,"9HUmXDiHACaHBr8U","2018-08-23T00:33:12.225Z","2018-08-23T00:33:12.225Z"
"1944","C","QTLF8u9hPGiBZR8TAAAc","I agree, that's a really good one!",481.809,1534983421384,2,"9Jlzqc2Ue1RZROCF","2018-08-23T00:58:22.343Z","2018-08-23T00:58:22.343Z"
"1945","B","_4EiMgSUwM1Vmt0MAAAm","Never lose a cap again, magnetic pen.",94.649,1534983421384,0,"9iNFDlL8H6NEwWP4","2018-08-23T00:29:06.259Z","2018-08-23T00:29:06.259Z"
"1946","C","jmCFkob-XoowUuuzAAAL","this is a real thing - https://www.kickstarter.com/projects/535342561/projka-multi-function-accessory-pouches",589.227,1534983421384,1,"9xZG2nws7WRx9Qk9","2018-08-23T00:49:02.406Z","2018-08-23T00:49:02.406Z"
"1947","B","Gj4j6IfGNzpL0FuwAAAk","has left the chatroom",213.192,1534983421384,0,"BdP4YL4af4rq6ewq","2018-08-23T00:31:04.802Z","2018-08-23T00:31:04.802Z"
"1948","C","jmCFkob-XoowUuuzAAAL","Projka for all your projects",180.874,1534983421384,1,"BsnHRFPzzPcP6dZl","2018-08-23T00:42:14.052Z","2018-08-23T00:42:14.052Z"
"1949","C","QTLF8u9hPGiBZR8TAAAc","has left the chatroom",678.848,1534983421384,3,"ByZBDPWEOcDEedb8","2018-08-23T01:01:39.382Z","2018-08-23T01:01:39.382Z"
"1950","C","QTLF8u9hPGiBZR8TAAAc","It gets the point across and it's interesting",405.428,1534983421384,1,"CO2w8XGX96bsxRnT","2018-08-23T00:45:58.606Z","2018-08-23T00:45:58.606Z"
"1951","C","vE_uTkPyIdAc-VHMAAAX","Kosmos: Magnetically connected    ",450.274,1534983421384,0,"CYhIme0i2K1PJZ1e","2018-08-23T00:35:01.884Z","2018-08-23T00:35:01.884Z"
"1952","C","vE_uTkPyIdAc-VHMAAAX","Pack your bags with Projka",166.073,1534983421384,1,"Cov2LZ4nO1AwmbSg","2018-08-23T00:41:59.251Z","2018-08-23T00:41:59.251Z"
"1953","C","QTLF8u9hPGiBZR8TAAAc","Hey",69.547,1534983421384,2,"DVB5ZBYSMovlFa0o","2018-08-23T00:51:30.082Z","2018-08-23T00:51:30.082Z"
"1954","C","QTLF8u9hPGiBZR8TAAAc","Keep it minimal with Projka",300.572,1534983421384,1,"Dj6kzDYBffo4yxcw","2018-08-23T00:44:13.750Z","2018-08-23T00:44:13.750Z"
"1955","C","vE_uTkPyIdAc-VHMAAAX","yes",571.529,1534983421384,0,"DsuHox2Op2ui4J5I","2018-08-23T00:37:03.139Z","2018-08-23T00:37:03.139Z"
"1956","A","gteJNKigu7G3mAWMAAAD","has left the chatroom",21.276,1534983421384,1,"FEEeiX0NaxaQTAjn","2018-08-23T00:39:34.455Z","2018-08-23T00:39:34.455Z"
"1957","C","TY4mZ2jUP8zjHBbPAAAr","I think we should submit that",470.779,1534983421384,2,"FqjnNQ83jLpny5xM","2018-08-23T00:58:11.313Z","2018-08-23T00:58:11.313Z"
"1958","C","jmCFkob-XoowUuuzAAAL","no, Im just sad that my ""will bang"" qual was just revoked",145.58,1534983421384,0,"Gr0aItY7UIClhTx8","2018-08-23T00:29:57.190Z","2018-08-23T00:29:57.190Z"
"1959","A","TY4mZ2jUP8zjHBbPAAAr","Any other options for submission?",429.601,1534983421384,1,"HCKyH7advbUU78Ku","2018-08-23T00:46:22.780Z","2018-08-23T00:46:22.780Z"
"1960","A","2tVWpOqMC3g_Z6dPAAAG","yeah that sounds good",433.21,1534983421384,1,"Hzrgvlmmy28xDWSv","2018-08-23T00:46:26.388Z","2018-08-23T00:46:26.388Z"
"1961","C","TY4mZ2jUP8zjHBbPAAAr","Bold, stylized timepieces.",70.321,1534983421384,2,"K30EY2znyh4fV6GQ","2018-08-23T00:51:30.855Z","2018-08-23T00:51:30.855Z"
"1962","A","TY4mZ2jUP8zjHBbPAAAr","Organized function on the go.",191.6,1534983421384,1,"KopNKXpeP18p3tlN","2018-08-23T00:42:24.779Z","2018-08-23T00:42:24.779Z"
"1963","C","QTLF8u9hPGiBZR8TAAAc","Since it's magnetic that should be included in some way, but I like the future aspect.",286.563,1534983421384,0,"LagaXRw7tQWyWG4L","2018-08-23T00:32:18.173Z","2018-08-23T00:32:18.173Z"
"1964","C","jmCFkob-XoowUuuzAAAL","so do I",387.882,1534983421384,1,"NWuUUDDXUE8WRU8N","2018-08-23T00:45:41.060Z","2018-08-23T00:45:41.060Z"
"1965","C","QTLF8u9hPGiBZR8TAAAc","I was thinking something like Kosmos is out of this world or idk",260.642,1534983421384,0,"ODKpmZTqoqA8fsWr","2018-08-23T00:31:52.252Z","2018-08-23T00:31:52.252Z"
"1966","B","jmCFkob-XoowUuuzAAAL","that's a lot of info",125.135,1534983421384,2,"OGRkye8AmwQHbm4R","2018-08-23T00:52:25.669Z","2018-08-23T00:52:25.669Z"
"1967","C","QTLF8u9hPGiBZR8TAAAc","haha SO TRUE!",276.782,1534983421384,1,"OWQM3Ek5qR3rCeuJ","2018-08-23T00:43:49.961Z","2018-08-23T00:43:49.961Z"
"1968","B","jmCFkob-XoowUuuzAAAL","has left the chatroom",669.081,1534983421384,3,"Oi1jzftRR1fOIC95","2018-08-23T01:01:29.615Z","2018-08-23T01:01:29.615Z"
"1969","C","TY4mZ2jUP8zjHBbPAAAr","30 character limit makes it hard to put too much detail in",101.828,1534983421384,2,"PR1SmGluoLuVpfy4","2018-08-23T00:52:02.362Z","2018-08-23T00:52:02.362Z"
"1970","C","TY4mZ2jUP8zjHBbPAAAr","Yeah not enough room to list features or anything",222.068,1534983421384,2,"PRVNuYXKTG5hpbMp","2018-08-23T00:54:02.603Z","2018-08-23T00:54:02.603Z"
"1971","C","jmCFkob-XoowUuuzAAAL","other ideas?",230.82,1534983421384,0,"PzfU9bzgQ6EbTNa5","2018-08-23T00:31:22.429Z","2018-08-23T00:31:22.429Z"
"1972","C","jmCFkob-XoowUuuzAAAL","we are limited to 30 chars I think aren't we",328.573,1534983421384,0,"QIFEBTyazrqoH4VC","2018-08-23T00:33:00.183Z","2018-08-23T00:33:00.183Z"
"1973","C","TY4mZ2jUP8zjHBbPAAAr","Keep time in bold style.",423.222,1534983421384,2,"R23sF5to1dIbDkFa","2018-08-23T00:57:23.757Z","2018-08-23T00:57:23.757Z"
"1974","A","TY4mZ2jUP8zjHBbPAAAr","time is running out",589.305,1534983421384,0,"RXJlVJ8HHSkGRDl2","2018-08-23T00:37:20.914Z","2018-08-23T00:37:20.914Z"
"1975","C","QTLF8u9hPGiBZR8TAAAc","I like On The Go With Projka ",375.929,1534983421384,1,"RgYWHkSumsCiQyHT","2018-08-23T00:45:29.108Z","2018-08-23T00:45:29.108Z"
"1976","C","TY4mZ2jUP8zjHBbPAAAr","!Keep time in bold style.",555.905,1534983421384,2,"SaIlAZQNbMQnk1cE","2018-08-23T00:59:36.439Z","2018-08-23T00:59:36.439Z"
"1977","C","QTLF8u9hPGiBZR8TAAAc","Get attached to the future?",307.482,1534983421384,0,"T09FHY6ATdWzbQL5","2018-08-23T00:32:39.091Z","2018-08-23T00:32:39.091Z"
"1978","A","2tVWpOqMC3g_Z6dPAAAG","organized functionality to go",140.709,1534983421384,1,"T9rot2BYRJgwvUf4","2018-08-23T00:41:33.887Z","2018-08-23T00:41:33.887Z"
"1979","A","TY4mZ2jUP8zjHBbPAAAr","That is my choice as no one else is saying anything.",450.6,1534983421384,0,"TTotnWIlmngYO8UF","2018-08-23T00:35:02.210Z","2018-08-23T00:35:02.210Z"
"1980","C","jmCFkob-XoowUuuzAAAL","still too long..should have counted 1st",405.307,1534983421384,0,"TnqsHFTF1FI5NYBs","2018-08-23T00:34:16.917Z","2018-08-23T00:34:16.917Z"
"1981","C","QTLF8u9hPGiBZR8TAAAc","Def agree on that, s that's the final choice?",566.02,1534983421384,0,"TxH9Qsdxvo9qMzoo","2018-08-23T00:36:57.629Z","2018-08-23T00:36:57.629Z"
"1982","C","QTLF8u9hPGiBZR8TAAAc","Ok, that might be the new winner",451.695,1534983421384,2,"UrQY1rUzb9m9g0Ai","2018-08-23T00:57:52.229Z","2018-08-23T00:57:52.229Z"
"1983","A","TY4mZ2jUP8zjHBbPAAAr","Anyone here?",123.518,1534983421384,1,"V9EPpDjW33VG4VWo","2018-08-23T00:41:16.696Z","2018-08-23T00:41:16.696Z"
"1984","C","TY4mZ2jUP8zjHBbPAAAr","stylized or stylish",295.637,1534983421384,2,"VLZMMEwXfU7kvpX4","2018-08-23T00:55:16.172Z","2018-08-23T00:55:16.172Z"
"1985","C","TY4mZ2jUP8zjHBbPAAAr","you too.",600.421,1534983421384,3,"WAwGfT2agLvBODd2","2018-08-23T01:00:20.955Z","2018-08-23T01:00:20.955Z"
"1986","C","QTLF8u9hPGiBZR8TAAAc","!On The Go With Projka",579.701,1534983421384,1,"WUmZBB7pLitwai1c","2018-08-23T00:48:52.880Z","2018-08-23T00:48:52.880Z"
"1987","C","QTLF8u9hPGiBZR8TAAAc","!Kosmos: Magnetically Connected",587.058,1534983421384,0,"X5HOc4PjT7YeWT9c","2018-08-23T00:37:18.668Z","2018-08-23T00:37:18.668Z"
"1988","C","jmCFkob-XoowUuuzAAAL","I like it",460.243,1534983421384,0,"X6C3lfRdMALcJlbc","2018-08-23T00:35:11.853Z","2018-08-23T00:35:11.853Z"
"1989","C","jmCFkob-XoowUuuzAAAL","! On The Go With Projka",567.625,1534983421384,1,"XI9MNy5kvIiqVPnj","2018-08-23T00:48:40.803Z","2018-08-23T00:48:40.803Z"
"1990","C","jmCFkob-XoowUuuzAAAL","Kosmos Ink: Magnetically connected!",382.572,1534983421384,0,"YUak2vGZ3vEGW0X3","2018-08-23T00:33:54.182Z","2018-08-23T00:33:54.182Z"
"1991","A","gteJNKigu7G3mAWMAAAD","bus",10.604,1534983421384,0,"Yii6kVsRBTHXZOoD","2018-08-23T00:27:42.215Z","2018-08-23T00:27:42.215Z"
"1992","C","TY4mZ2jUP8zjHBbPAAAr","hello",36.125,1534983421384,2,"YqsOoxif4mFLwmlF","2018-08-23T00:50:56.659Z","2018-08-23T00:50:56.659Z"
"1993","C","jmCFkob-XoowUuuzAAAL","and Hi all!",110.401,1534983421384,1,"ZB1Pl0UlmchKltVW","2018-08-23T00:41:03.579Z","2018-08-23T00:41:03.579Z"
"1994","A","TY4mZ2jUP8zjHBbPAAAr","that is good",162.052,1534983421384,1,"aNVKJ2M34Ngh2loL","2018-08-23T00:41:55.231Z","2018-08-23T00:41:55.231Z"
"1995","B","jmCFkob-XoowUuuzAAAL","! Timeless time piece",566.288,1534983421384,2,"alRdsqrnODoIaRcx","2018-08-23T00:59:46.822Z","2018-08-23T00:59:46.822Z"
"1996","C","QTLF8u9hPGiBZR8TAAAc","Projka: Simple, Easy Pouch",220.233,1534983421384,1,"bRqFe1u4wo1wUSDS","2018-08-23T00:42:53.411Z","2018-08-23T00:42:53.411Z"
"1997","C","QTLF8u9hPGiBZR8TAAAc","THANK YOU!",493.826,1534983421384,0,"c4gsT5mbSNKS2QkT","2018-08-23T00:35:45.436Z","2018-08-23T00:35:45.436Z"
"1998","B","jmCFkob-XoowUuuzAAAL","any ideas?",342.687,1534983421384,2,"dNQv6uwhVysZvxmD","2018-08-23T00:56:03.222Z","2018-08-23T00:56:03.222Z"
"1999","A","TY4mZ2jUP8zjHBbPAAAr","My last team didn't talk so thank you for speaking lol.",467.403,1534983421384,1,"dzCCmDu2phbGddYw","2018-08-23T00:47:00.582Z","2018-08-23T00:47:00.582Z"
"2000","A","gteJNKigu7G3mAWMAAAD","Magic will make you success",257.227,1534983421384,0,"e4VV8HmRWka2BDd7","2018-08-23T00:31:48.837Z","2018-08-23T00:31:48.837Z"
"2001","A","2tVWpOqMC3g_Z6dPAAAG","I like that last one the best",391.086,1534983421384,1,"eanCwrvIRPn46NuR","2018-08-23T00:45:44.264Z","2018-08-23T00:45:44.264Z"
